text,language,old_label,lvl1,lvl2,lvl3,leaf_label,path
"To whom it may concern: I just received the below threat. I do not know if you can do something about this, but hope you can. Best regards, Paul Marcel Begin forwarded message: From: ""marcelpaul@gmail.com"" Subject: I have proof Date: 31 March 2025 at 11:13:39 GMT+2 To: Hello pervert, I've sent this messаge from your Microsoft аccount. I wаnt to inform you аbout а very bаd situаtion for you. However, you cаn benefit from it, if you will аct wisеly. Hаve you heаrd of Pegаsus? This is а spywаre progrаm thаt instаlls on computers аnd smаrtphones аnd аllows hаckers to monitor the аctivity of device owners. It provides аccess to your webcаm, messengers, emаils, cаll records, etc. It works well on Android, iOS, mаcOS аnd Windows. I guess, you аlreаdy figured out where I’m getting аt. It’s been а few months since I instаlled it on аll your dеviсеs becаuse you were not quite choosy аbout whаt links to click on the intеrnеt. During this period, I’ve leаrned аbout аll аspects of your privаte life, but оnе is of speciаl significаnce to me. I’ve recorded mаny videos of you jerking off to highly controversiаl роrn videos. Given thаt the “questionаble” genre is аlmost аlwаys the sаme, I cаn conclude thаt you hаve sick реrvеrsiоn. I doubt you’d wаnt your friends, fаmily аnd co-workers to know аbout it. However, I cаn do it in а few clicks. Every number in your contаct Iist will suddenly receive these vidеоs – on WhаtsApp, on Telegrаm, on Instаgrаm, on Fаcebook, on emаil – everywhere. It is going to be а tsunаmi thаt will sweep аwаy everything in its pаth, аnd first of аll, your fоrmеr life. Don’t think of yourself аs аn innocent victim. No one knows where your реrvеrsiоn might leаd in the future, so consider this а kind of deserved рunishmеnt to stop you. I’m some kind of God who sees everything. However, don’t pаnic. As we know, God is merciful аnd forgiving, аnd so do I. But my mеrсy is not free. Trаnsfer 1600$ to my Litecoin (LTC) wаllet: ltc1qcyws5asu0w6ed0ysc57vm2ls7h905dus6elzz0 Once I receive confirmаtion of the trаnsаction, I will реrmаnently delete аll videos compromising you, uninstаll Pegаsus from аll of your devices, аnd disаppeаr from your life. You cаn be sure – my benefit is only money. Otherwise, I wouldn’t be writing to you, but destroy your life without а word in а second. I’ll be notified when you open my emаil, аnd from thаt moment you hаve exаctly 48 hours to send the money. If cryptocurrencies аre unchаrtered wаters for you, don’t worry, it’s very simple. Just google ""crypto exchange"" or ""buy Litecoin"" аnd then it will be no hаrder thаn buying some useless stuff on Amаzon. I strongly wаrn you аgаinst the following: * Do not reply to this emаil. I've sent it from your Microsoft аccount. * Do not contаct the police. I hаve аccess to аll your dеviсеs, аnd аs soon аs I find out you rаn to the cops, videos will be published. * Don’t try to reset or destroy your dеviсеs. As I mentioned аbove: I’m monitoring аll your аctivity, so you either аgree to my terms or the vidеоs аre рublished. Also, don’t forget thаt cryptocurrencies аre аnonymous, so it’s impossible to identify me using the provided аddrеss. Good luck, my perverted friend. I hope this is the lаst time we heаr from eаch other. And some friendly аdvice: from now on, don’t be so cаreless аbout your online security.",en,Fake-sextortion,Fraud,Fake-Sextortion,Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,"['Fraud', 'Fake-Sextortion', 'Other-Fake-Sextortion']"
"somebody claims that he installed Pegasus spy ware on my computers and smartphones and recorded some compromising videos which may be available to my all contacts on WhatsApp, Telegram, email etc.. if I do not transfer money to a Litecoin account within 48 hours.",en,Fake-sextortion,Fraud,Fake-Sextortion,Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,"['Fraud', 'Fake-Sextortion', 'Other-Fake-Sextortion']"
someone sent me an email saying they installed a malware and will share porn videos. In the email they shared my email / my phone number and an address where I lived 5 years ago. The only thing I am a bit worried is that I have a lot of pictures of my 8 months old daughter on the phone.,en,Fake-sextortion,Fraud,Fake-Sextortion,Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,"['Fraud', 'Fake-Sextortion', 'Other-Fake-Sextortion']"
"Dear Sir/ Madam,

I would like to report an investment online fraud in the area of
cryptocurrencies. The point of contact was a German number, which I can
provide to you upon request.

Let me know what the next steps are in order to report such an incident and
I will get back to you as soon as possible.

Thank you very much for your cooperation.

Kind regards,",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"Dear Sir/Madam,    

With due respect I have invested in a Final Frontier Specialist Blockchain and Crypto Assets Investment Firm located in Dammstrasse 16 6300 Zug Switzerland. I have invested
for trading purpose. Now when I submit a request of withdrawal, they are asking to invest more crypto asset to proceed with the withdrawal process. I kindly request your esteemed organization to look into this matter as they have no right to block my crypto asset for reference I am providing
the website link. 

I am very thankful to you for your help in this regard 

Link: https://web.finalfrontierinvest.top/#/ 

Regards Mousstaff Khaled

Country: Pakistan",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"Dear representatives,
My name is Michel Tocri.

On April 4, 2019, I made an account on a ‘crypto trade’ site: krakentokens.com/mobile/#/, following a link, sent on Telegram by Ander +447360253780, someone I don’t know in real life, who I got in touch with on Bumble.

On April 6th in the morning I realized the site was spam because the money I had tried to return to my Binance account on 15 April in the evening, as Ander taught me, hadn’t yet arrived in my account.

To register on this site, I used one of my e-mail addresses MichelTocri@gmail.com and for identification, I sent my Romanian passport photo and my Swiss driving license photo. I could not delete the account after I realized it was spam and at the moment I cannot access that account anymore with the login data I have.

I cancelled both my passport and my driving license on 9 June 2019 but I was wondering if you could tell me if there is anything else I should do to prevent my identity from being used for further possible crime, such as money laundering, especially as if they google my name they can easily find out exactly where I work and they might also have my phone number from Telegram. For example, is there something similar to CIFAS (UK) in Switzerland, where I could apply for protective registration?
I would also like to declare that I have only one bank account (Postfinance) and one credit Card (Cembra), as well as a Revolut account, where I send money using my Cembra card. I have no other accounts and no credits in Switzerland and abroad, I haven’t opened any since 4 March and I am not going to open any in the future.
I deleted the chat with Ander on both sides after taking some photos of the conversation and blocked him. On Tuesday he tried to contact me using a Chinese name (@guozi1998). Another girl I don’t know, called Evelyn (@Evelyn811), tried to contact me on Wednesday, because of the same reason I suppose, when the man saw that he couldn’t get in contact with me anymore. From the photo, she also looks Chinese and I suppose they both might be part of a larger network.
I would appreciate receiving a confirmation of receipt of this report at michitoc@gmail.com and saliva.saliva@bluewin.ch. I am willing to give further details and share photos related to the incident if this could be helpful in other similar situations as well. However, I would like my identity to be protected from public displays such as the news, for example.

Thank you very much for your assistance.
Kind regards,
Michel Tocri",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"Hello 

I am reporting criminal acts,and  have been defrauded by a website and its managers operating in Grand Lance, called boostyflow.com. I have been extorted out of my personal money over $7700 CAD. This is a trading website, they persuade you to invest money with the help of a manager.In my case his name is: Eric Daniel( email address: Eric-daniel @boostyflow.com).I invested with him on my account in boostyflow, the amount of profit reached 36kUSD. 

I asked to take my money and  close the account, Eric agreed and he said the money had to be transferred to a crypto wallet at crypto.com, I opened up a wallet there.He then instructed me to do the transfers to crypto currency, I did that. Then he had an accomplice named Mike take over on the phone, then the money disappeared and did not show in my wallet.I suspect he had the money transferred to his personal wallet.I asked Eric to give me back my money, that I invested, he said it's in the crypto blockchain and I had to put in more money to cover the eth gas fees, another $5k from my personal account. I did not believe him. And that's the status as of now. I have supporting email chain from Eric and crypto.com to support my case.I can forward these as required. I would like crypto.com and Boostyflow investigated as I believe they are both fraudulent sites, and there must be many people getting scammed from these entities as I did. Any assistance would be greatly appreciated.Please let me know if there is anything else required.

Thankyou",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"Hello,



I believe there is strong evidence that https://cryptopia-co.com is a scam / fraudster and phishing website.

They claim to be the original ""Cryptopia New Zealand"" crypto exchange platform that is currently in liquidation.

They steal login credentials and official identity documents Passport/ ID etc, with claiming them for veryfication process to reactivate the accounts of old clients rejoining the platform.

Then they demand 500usd from an external crypto wallet or platform to reactivate the account from its dormant state to be able to use the platform for withdrawals etc.",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"Hello, I’ve been lured into investing into a cryptocurrency platform called Powersbi (https://www.powersbi.com/) that claims on their website: Unicorn cryptocurrency exchange is headquartered in Singapore. They don’t want to give me back the funds I invested and they ask for more money, for taxes, then a fee for the transfer and it keeps going.  Can you help me getting my funds back ? Thank you",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"Hello.

I am writing in English because I can better explain situation. Long story short I have buy one online business for around 40.000 USD and pay via Bitcoins. I dont know if this is scam or legit business but I am concerned. The second one fraud was cryptocurrency investment where I have transfer 53.000 USD for investment in cryptocurrency trading business olso sent via BTC. I just want to know where can I report that becase it's really a lot of to talk about maybe I would need termin to create. I want to know if I need to go to some special department that is doing that kind of investigation or I need to report to police. That was my life savings for my 7 years here in Switzerland. So if there's some special department that is doing this investigation can you please point me in right direction?I have two probably scames that is going on me and I don't know what to do. I was writing to police these days they didn't reply me. I was even sceptical to go to the police becase I think that my cases are for international investigation and I am afraid that police will not do the work necessary to catch these two persons. I have send around 100.000 in BTC to these to potential scammers. I have a lot to talk about to right department and I dont know where to turn my head towards. I have a lot of stuff on email from the first business that I get involved into. I really need specialist to look into this. Can you help me somehow point me in right direction maybe you are those department that I need to talk to if so I need termin.

Thank you very much and have a nice day.

Martina Sulvojic",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"Hi
I made an investment into a company called investeft registered in Switzerland and they are not allowing withdrawal from my fund at all and won't pay my money out",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"Hi,

I have made an investment in the Ridge Pharmaceutical company. They are not allowing to  withdraw the money and again and again asking tax, transaction fee, late fees etc.  As per them company is registered in Switzerland and the address is 2Untere Bahnhofstrasse 75, Camorino, Switzerland. Could you kindly help me to get the investment.",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"Hi. There were actually two fraudulent crypto platforms which were introduced to me. 1. awaves.top 2. dswt-coin.com. In total I have lost about 11.5k$ on both platforms combined. It started with women i met on tinder and we talked about stuff and at some point they (there were two separate women) introduced me to these platforms. It seemed like everything was going well until when the coins were suppose to go public, the platform started mentioning taxes 20% on the profits earned before you can actually start selling these coins. So I didn’t put any further money and now one of the platform is gone (awaves.top) and the other one seems to work on some days and not on some.",en,Investment-fraud,Fraud,Investment-Fraud,Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,"['Fraud', 'Investment-Fraud', 'Pig-Butchering']"
"I am embarrassed to say that, over the last few months, I believe I have been the victim of a romance scam combined with a crypto investment scam. The app on my phone was called ZTE but is now called ZTAsia.
I have potentially lost a lot of money - about CHF 150k.
The crypto website address is below and I have been receiving and sending messages with these 2 phone numbers:
+852 6094 0492
+1 (510) 075 1839",en,Investment-fraud,Fraud,Investment-Fraud,Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,"['Fraud', 'Investment-Fraud', 'Pig-Butchering']"
I have Invested in Final frontier specialist blockchain and crypto asset investment firm now they have freezed my account and asking to invest more to withdraw kindly help me in this regard,en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"I have been in business with a online company Called cryptospair.com.

I have invested funds with them and now is the time to payout the rewards.
They have since closed my account and are asking for more funds before a payout can be done. 
If the funds are not received soon  they will transfer  everything to the Ombudsman and all the funds will be lost. I can provide a lot more info including emails and text messages from the Reps If I could attach it. Email addresses most used are thomas.silverman@cryptos-pair.net and ""ben.Williams@cryptos-pair.net"" <ben.williams@cryptos-pair.net>


Kindly help",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"I invested 250 USD in a trading platform called TPM finance, alledgedly based at Kriesbachstrasse 30, 8600 Dübendorf. I was contacted by an advisor by the name of Thomas Angelo, who proceeded to set up trades on my account. 

After a few weeks  the trading account showed a profit of about 100 USD. The advisor tried to get me to add more money into my account, which, luckily, I refused. When I tried to withdraw the profit, nothing happened. I tried several times to no avail. When I questioned the advisor about it, he became evasive and said he didn't know why it didn't work.

I have since found out via ChatGPT that this site is a scam. I realise that I should have done this before I invested money, my bad. In future I will be more careful.",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"I registered an account on the website www.vestofx.net, which claims to be an online investment/trading platform. I did not make any payments, but I entered some basic personal details (name, phone number, email, and address).

Shortly after registering, I began receiving a very high number of spam calls from different Swiss phone numbers — around 20 calls per day. The calls usually ring for 5 seconds and then hang up, often coming in bursts of 5–7 calls in a row, then stopping for a few hours before starting again.

I am confident these calls are related to the VestoFX registration because this started immediately afterward. When I contacted them via chat to request deletion of my data, they insisted I send an email from my registered address with a reasoning — which I did not do, as I suspect the website is fraudulent.

The website claims to be operated by “Fairmont Financial Services (Pty) Ltd” in South Africa and “EVBX Ltd” in Cyprus (CIF licence 409/22). However, I found online warnings and a very low trust score indicating this may be a scam operation misusing regulatory names.

What I would like to report:

Possible investment scam website targeting Swiss users

Misuse of personal data leading to harassment calls

Possible use of auto-dialing systems with spoofed numbers

Example phone numbers that have called me:

+41 31 515 72 XX (endings 20, 21, 83, 86, 87, 90),

+41 31 515 73 XX (endings 24, 65),

+41 31 515 78 XX (endings 44, 94),

and others, calls usually come from slightly varying numbers.

Action I have taken:

Blocked the numbers

Stopped any contact with the website

Saved screenshots and call logs as evidence

Please investigate this website and, if possible, take measures to prevent further harassment and protect other users in Switzerland.

Thank you for your attention and support.",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"I was introduced to the smart mining of etherum cryptocoins by pool staking. 

The pool was tided through the smart contract to my wallet account. 

At some point there was a reward information which in fact was hidden permission to transfer my founds from the wallet to the pool.


Then I was informed that to get back money and collect reward I should pay in more money.

I didn't do that but what was on the crypto wallet already was taken.

The scammers were using following phone numbers to navigate me through the smart contract process.

+49 174 4952110

+1 779 903 2485

Please flag the numbers and the page as dangerous . 

This is the scam scheme  described below:
https://www.coinbase.com/blog/security-psa-mining-pool-scams-targeting-self-custody-wallets",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"My friend‘s trading account was frozen due to money laundering and the trading company, globhash.cc, demanded a penalty of USDT 20’000 to be paid in 7 days to release the funds. After the 20’000 were paid to two different cryptowallets, a new demand to pay a 10% transfer fee of the investment amount to release the funds.
I have a voice recording of the possible scammer and most likely a false tel nr that he communicated with me over WhatsApp: +31 6 192 185 94",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"This number is calling me everyday and is being very pushy about an investment opportunity and does not take no for an answer. Somehow he managed to call at my work looking for me 

It is a Swiss number +41766668898",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"When I invested in this company before, the company withheld my funds because I did not pay enough. Now after I paid off the money owed to this company, the company insisted they didn't receive it, even though I have transaction records on hand as proof",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"https://bytesi.vip

My friend contacted me to ask if I want to invest in a platform that returns 3% on investment per day.

I realized she is being scammed by the ponzi scheme organization. I explained to her it's dangerous and not to invite more people.

These people seem to operate for the last couple of months intensively, and based on the stories it could be running for 2 years, but I think the stories could be misleading.

The schema is international.

Do you have some suggestions how to report this, maybe point me to the correct authorities for this matter?

Thanks!",en,Investment-fraud,Fraud,Investment-Fraud,Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,"['Fraud', 'Investment-Fraud', 'Other-Investment-Fraud']"
"Having opened the SBB website I received a request to authorize Eur1043.00 for an online purchase in Austria.

Reported to visa and card cancelled",en,Phishing,Phishing,Other-Phishing,,Phishing/Other-Phishing,"['Phishing', 'Other-Phishing']"
"Hello
Today I received an sms (below) from DPD about delivery of a packet.
Indeed my wife ordered a bag per internet.
As we have some works in the house, they can not ring the bell.
DPD said nobody opened so they left with the goods as they need a signature for receipt normally.
So I clicked the link to follow process to ask them to come back.
I was asked to pay 2 CHF via Credit Card for them to come back.
It bugged a bit as it had to go through Google Pay and I didn’t have an account there…
I did it twice.
But nothing was confirmed.
Then I thought:
why did I receive this sms if it was my wife who bought the bag and let her phone nr not mine.
Is it a fraud or fishing?
Nothing was apparently paid from my Master Card Credit Card since but I am scared.

below the sms
received from phone nr
+63 912 921 2502
today 14:29

I clicked the link at 15:20-25 approx

Now 19:30 I blocked this Credit Card on UBS ON LINE despite no transactions done (for now) just by security 
(I copied sms in Chat GPT: it told me it is a phishing as DPD does not use « dpdi » web adress!)

***


Am 21. Oktober konnten wir Ihr DPD Paket leider nicht persönlich zustellen, da für diese Sendung eine Unterschrift bei der Übergabe erforderlich ist.

👉 Bitte vereinbaren Sie jetzt einen neuen Zustelltermin:
https://dpdi.click/ch/de

Sie haben folgende Möglichkeiten:
・Einen neuen Wunschtag oder Zeitfenster für die Zustellung wählen.
・Das Paket an eine DPD Abholstation oder einen Paketshop umleiten lassen.

So funktioniert’s:
Antworten Sie einfach mit «Y», schliessen Sie die SMS und öffnen Sie sie erneut – der Link wird automatisch aktiviert.
Falls der Link nicht funktioniert, kopieren Sie ihn bitte und fügen Sie ihn direkt in Safari oder Ihren bevorzugten Browser ein.

Wichtiger Hinweis:
・Ihr Paket wird bis zum 24. Oktober in unserem lokalen Lager aufbewahrt.
・Ohne neue Terminvereinbarung erfolgt danach eine Rücksendung an den Absender.
・Bitte stellen Sie sicher, dass Ihre Kontaktdaten für DPD-Lieferinformationen aktuell sind.",en,Phishing,Phishing,Parcel-Notification-Phishing,,Phishing/Parcel-Notification-Phishing,"['Phishing', 'Parcel-Notification-Phishing']"
"Hello - the message below was sent via Calendly posing as the ""Swiss Post Delivery Group"" Hi Post® CH, using email address - notifications@calendly.com

Your Pending Package: Resolve Shipping Tax Payment with Swiss Post® Delivery Group . at 10:35pm (Central European Time) on Sunday, August 24, 2025 is scheduled.

Zollabfertigungshinweis – Schweizerische Post



Sehr geehrte Kundin, sehr geehrter Kunde,

Wir freuen uns, Ihnen mitteilen zu dürfen, dass Ihre Sendung mit der Referenznummer CH98910419522704 im Bestimmungsland eingetroffen ist und für die abschließende Zollabfertigung vorbereitet wird.



Erforderliche Schritte zur Freigabe Ihrer Sendung
Für die zügige Bearbeitung und Freigabe Ihrer Sendung ist eine Gebühr von CHF 2,99 (umfassend Einfuhrsteuer und Bearbeitungskosten) zu entrichten.



💳 Sichere Online-Zahlung
Bitte tätigen Sie die Zahlung ausschließlich über unsere geschützte Online-Plattform. Wir möchten Sie darauf hinweisen, dass Barzahlungen oder Zahlungen per Scheck nicht akzeptiert werden können.



Wichtiger Hinweis
Wir bitten Sie, die Zahlung innerhalb von 24 Stunden zu veranlassen, um Verzögerungen im Zollprozess oder eine Rücksendung Ihrer Sendung an den Absender zu vermeiden.



Verfolgung Ihrer Sendung
Nach Eingang Ihrer Zahlung wird die Sendung unverzüglich verzollt und für die Weiterleitung an Sie vorbereitet. Den aktuellen Status Ihrer Sendung können Sie jederzeit über die Online-Sendungsverfolgung auf der Website der Schweizerischen Post einsehen.



Wir danken Ihnen für Ihr Vertrauen in die Schweizerische Post und stehen Ihnen für Rückfragen oder weitere Unterstützung jederzeit zur Verfügung.



Mit vorzüglicher Hochachtung,

Ihr Team der Schweizerischen Post

Kundenservice



_____________________________________



Avis de dédouanement – La Poste Suisse



Cher client,

Nous avons le plaisir de vous informer que votre envoi portant le numéro de référence CH98910419522704 est arrivé dans le pays de destination et est en cours de préparation pour le dédouanement final.



Démarches nécessaires pour la livraison de votre envoi
Des frais de 2,99 CHF (taxes d'importation et frais de manutention inclus) sont exigés pour le traitement et la livraison rapides de votre envoi.



💳 Paiement en ligne sécurisé
Veuillez effectuer vos paiements exclusivement via notre plateforme en ligne sécurisée. Veuillez noter que les paiements en espèces ou par chèque ne sont pas acceptés.



Avis important
Nous vous demandons d'effectuer votre paiement dans les 24 heures afin d'éviter tout retard lors des formalités douanières ou le retour de votre envoi à l'expéditeur.



Suivi de votre envoi
Dès réception de votre paiement, l'envoi sera immédiatement dédouané et préparé pour vous être expédié. Vous pouvez consulter l'état actuel de votre envoi à tout moment grâce au service de suivi en ligne sur le site web de La Poste Suisse.



Nous vous remercions de votre confiance et restons à votre disposition pour répondre à vos questions ou vous apporter une assistance complémentaire.



Cordialement,

L'équipe de la Poste

Service client",en,Phishing,Phishing,Parcel-Notification-Phishing,,Phishing/Parcel-Notification-Phishing,"['Phishing', 'Parcel-Notification-Phishing']"
"Here an example of phishing via Airtable

> Begin forwarded message:
> 
> From: ""Customs Department (via Airtable)"" 
> Subject: Payment Notification – Tracking Code FUCXVXU4O2ER607
> Date: 21 November 2025 at 12:19:07 GMT+1
> To: martindavid@proton.com
> 
> Customs Clearance - Action Required
> 
> 
> Dear Valued Customer,
> 
> 
> Your package is currently under customs inspection and requires payment of import tax.
> 
> 
> Following international customs legislation, this procedure is essential to continue with your shipment.
> 
> 
> To complete the process, access the link:
> 
> 
> 👉 Finalize Payment 
> 
> Once payment is validated, your merchandise will be cleared for delivery immediately.
> 
> 
> Non-compliance within 48 hours will lead to package return.
> 
> 
> Respectfully,
> 
> Import Management Office
> 
> Customs Department
> 
> Sent via Automations on 	 
> Unsubscribe 
> ©2025 Airtable",en,Phishing,Phishing,Parcel-Notification-Phishing,,Phishing/Parcel-Notification-Phishing,"['Phishing', 'Parcel-Notification-Phishing']"
"Here is the phone number that scammed me on tutti.ch and tried to steal my bank account info. She says her name is ""Ricardo"". +41 076 758 02 16 She sent me a fake link to click on so that I could insert my banking information.",en,Phishing,Phishing,Classified-Ad-Phishing,,Phishing/Classified-Ad-Phishing,"['Phishing', 'Classified-Ad-Phishing']"
"Hi, I received a message supposedly from Binance. A withdrawal code was requested. If this was not you, please contact us. Could you check whether there have been similar cases and whether you need any further information? When I called back, there was a person on the phone who did not give their name. They had a Middle Eastern or African accent and did not provide any further information. Please refer to the screenshot for further information.",en,Phishing,Phishing,Vishing,Callback-Scam,Phishing/Vishing/Callback-Scam,"['Phishing', 'Vishing', 'Callback-Scam']"
"I booked a house on Airbnb, managed by the American company AvantStays. I paid half in October, second half is due in January.
I got a WhatsApp message Thursday, Nov 27, asking me for confirmation of my credit card information, containing details of my reservation. I entered, but my card rejected the transaction, luckily.
I reached out to the company on Airbnb, and they told me they never contacted me.",en,Phishing,Phishing,Other-Phishing,,Phishing/Other-Phishing,"['Phishing', 'Other-Phishing']"
"I guess (I do not speak german) that it is a  notification from DPD that a parcel is blocked somewhere and that I need to connect on their web site to release it...
My notification is done only to help you getting numbers and facts about cybercrime attempts.
Kind regards.",en,Phishing,Phishing,Parcel-Notification-Phishing,,Phishing/Parcel-Notification-Phishing,"['Phishing', 'Parcel-Notification-Phishing']"
"I received a Whatsapp message from a Ricardo user through this number (+41 79 807 59 03) saying that she had purchased an item from me, but the payment won’t go through because my account isn’t verified yet. Then I got an email from kundendienst@ricardomail.ch  asking me to verify my account and that a customer support will be in touch with me to go through the verification process. Then I received a WhatsApp message from someone who pretended to be from Ricardo team (+41 32 539 11 57). She asked me to go through a verification process by responding to the Ricardo emails, and I eventually went to a website that required the verification. As part of the verification process I was asked to fund my account for 1,000 CHF. I declined to do this because it’s impossible to manage that transfer. Eventually I was asked to go through another verification process and ended up sending a picture of my Swiss permit card. Both numbers stopped responding and I also eventually got another email from Ricardo that this might be a potential fraud. I have since then asked Ricardo to look into it but I haven’t gotten a response yet. I’m worried that my identity is being used for fraudulent activities.",en,Phishing,Phishing,Classified-Ad-Phishing,,Phishing/Classified-Ad-Phishing,"['Phishing', 'Classified-Ad-Phishing']"
"I received a text message from the  number +63 912 199 94038.

I was told that I must pay a fine before 29. September 2025, otherwise I could lose my driver's license.

The link, which I did not click on is:
https://stadt-zuerichab.help/ch-de

To open the link, I am asked to answer 'Ja"" or to copy the link into my browser.",en,Phishing,Phishing,Other-Phishing,,Phishing/Other-Phishing,"['Phishing', 'Other-Phishing']"
"I received an email which impersonated a travel agent Voyage Privé. The scamners used email address ask@wantyourfeedback.com and guestsolutions@aol.com which appeared nickenamed as Voyage Prive. I contacted Voyage Prive since information looked suspicious. The agency confirmed it was a phishing attempt. The email requested to click a link to confirm a trip I recently booked with Voyage Prive. In addition, I also receiveda whatsapp message with a similar confirmation request from mobile phone number +1 (555) 779-5171 and named Sanskritam.",en,Phishing,Phishing,Other-Phishing,,Phishing/Other-Phishing,"['Phishing', 'Other-Phishing']"
"I received the following iMessage from +212 645 098745: Am 19. September haben wir versucht, Ihr DPD Paket zuzustellen. Leider konnten wir Sie persönlich nicht erreichen und das Paket benötigt eine Unterschrift bei der Übergabe. Deshalb konnte die Zustellung nicht abgeschlossen werden.
Bitte vereinbaren Sie jetzt einen neuen Zustelltermin.
Hier neuen Termin auswählen: 

https://mydpd.swissze.click/ch

Sie haben folgende Möglichkeiten:
・Einen neuen Wunschtag und/oder Wunschzeitraum für die Zustellung auswählen.
・Das Paket an eine DPD Abholstation umleiten lassen. 

Antworte einfach mit ‚Y‘, schließe die SMS und öffne sie neu – dann wird der Link aktiviert. Falls er nicht klappt, kopier den Link und füg ihn direkt in Safari ein

Wichtiger Hinweis:
・Ihr Paket wird in unserem lokalen Lager bis zum 21. September aufbewahrt.
・Sollte bis zu diesem Datum kein neuer Termin vereinbart werden, wird Ihre Sendung an den Absender zurückgeschickt.
・Stellen Sie sicher, dass Ihre Kontaktdaten für Lieferaktualisierungen über DPD aktuell sind.",en,Phishing,Phishing,Parcel-Notification-Phishing,,Phishing/Parcel-Notification-Phishing,"['Phishing', 'Parcel-Notification-Phishing']"
I want to report hat through the use dating apps individuals try to have you buy tickets of shows that do not actually exist through their made up website (which originally seems inoffensive). Please confirm if you have the same diagnosis.,en,Phishing,Phishing,Other-Phishing,,Phishing/Other-Phishing,"['Phishing', 'Other-Phishing']"
