_id,leaf_label,pred,text
117,Phishing/Vishing/Callback-Scam,Phishing/Parcel-Notification-Phishing,"I received this message



I don‘t use twint. 



TWINT : ALERTE FRAUDE 



Bonjour,

Une opération de 1’781 CHF a été mis en attente.



[Détails de l’opération]

Marchand : AIR FRANCE

Date : 29/04/2026

Montant : 1’781 CHF

Référence : XTTASO7781



Si vous n’avez pas initié cette opération appelez immédiatement le Service Hotline au 071 508 25 09.



Cordialement,

TWINT Helpline"
144,Phishing/Vishing/Other-Vishing,Phishing/Refund-Phishing,"Person called me pretending to be my bank (UBS) saying that someone was accessing my account and making fraudulent transactions. They asked me to access e-banking to check. This enabled them to access my accounts and make a large transaction of CHF 33,920 out of my account. The account is registered to a Besim Badalli. IBAN CH88 0023 5235 3806 0540 J"
134,Phishing/Vishing/Other-Vishing,Phishing/Refund-Phishing,The phisher was posing as EWZ and had my personal info like name and an old address. They sent a link to a fake EWZ website that attempted to get my bank details. I did not give them any details.
139,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Callback-Scam,A call came from number +33674343578 at 8:46 ostensibly from Amazon claiming that they were following through a purchase of a gift card on my amazon account . They asked if I had made the purchase and proceeded to scare me into giving details. I cut them off by saying I was thinking that they are a possible scam and they put the phone down.
141,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Callback-Scam,I received a phone call from at 10:59 saying that they were from Paypal.  They said there was a suspicious charge and asked me to install a third party software to my phone.  I asked for verification and logged into my  Paypal account which showed now charge. So I hang up.
143,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Callback-Scam,They tell me that someone has requested an online credit in my name and I needed to tell them the Name of my bank so they can escalate yeh incident a reported to the police. I’ve never tell them any information required and proceed to end the call
133,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Callback-Scam,"They called me from this phone number (+41 77 233 61 32)  claiming to be from the security team from TWINT, to validate a suspicious operation. Later on they transferred the call to whatsapp. 



I provided my email address, and they sent an email to validate it, which was the alerting point for me. Please find a screenshot of that email, also note the email address is not from BCV



They told me I was the victim of a phishing attack, most likely due to a link from DHL (unfortunately I sent them a link from DHL from which they can extract my physical address)



I'm worried because they have my name, my email address and my physical address, can you please suggest how to proceed?



Thanks a lot, and best regards"
147,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Callback-Scam,"I received a call from +41786679814 on 25.02.2026 at 10:48

They claimed to be TWINT and that there was a 2nd account on my name with suspicious transactions. in the end they wanted me to verify my identity, i then hung up"
148,Phishing/Vishing/Other-Vishing,Phishing/Refund-Phishing,"Fake UBS account center guy called me from +41 76 710 87 63 at 08:56 24.03.26 and said there has been a transaction from mine to another ubs account for thousands of chf. 

Call was 35 seconds long - I hung up the phone without providing information."
140,Phishing/Vishing/Other-Vishing,Fraud/Fake-Sextortion/With-Password,"They mentioned in a badly generated voice that a fraudulent bitcoin transaction on my Paypal account for around 600 was made, I hang up immediately"
