seed,model,condition,example_id,true_leaf,pred_leaf,snap_reason,elapsed_s,raw_len,prompt_eval_count,eval_count,done_reason,raw_response
0,gemma4:e4b,3,5,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.6696329116821289,43,10614,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,3,6,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.7787692546844482,43,10841,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,3,7,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.6671750545501709,43,10621,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,3,8,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.645305871963501,43,10587,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,3,9,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Phishing/Other-Phishing,exact,0.582348108291626,23,10643,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,3,10,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.7140100002288818,43,10748,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,3,11,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.7481720447540283,35,10883,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:e4b,3,12,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.6461341381072998,35,10679,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:e4b,3,13,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.6499240398406982,43,10587,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,3,14,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.5925180912017822,35,10574,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:e4b,3,15,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.7151386737823486,43,10726,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,3,16,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.75364089012146,43,10807,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,3,17,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.5999858379364014,35,10581,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:e4b,3,18,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.6068329811096191,35,10599,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:e4b,3,19,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.9682469367980957,43,11200,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,3,20,Fraud/Fake-Support/Other-Fake-Support,Phishing/Vishing/Other-Vishing,exact,0.572268009185791,30,10577,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,21,Fraud/Fake-Support/Other-Fake-Support,Phishing/Vishing/Other-Vishing,exact,0.5845761299133301,30,10606,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,22,Fraud/Fake-Support/Other-Fake-Support,Phishing/Vishing/Other-Vishing,exact,0.5878331661224365,30,10635,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,23,Fraud/Fake-Support/Other-Fake-Support,Fraud/Fake-Support/Other-Fake-Support,exact,0.5945320129394531,37,10597,12,stop,Fraud/Fake-Support/Other-Fake-Support
0,gemma4:e4b,3,24,Fraud/Fake-Support/Other-Fake-Support,Fraud/Fake-Support/Other-Fake-Support,exact,0.6222662925720215,37,10654,12,stop,Fraud/Fake-Support/Other-Fake-Support
0,gemma4:e4b,3,25,Fraud/Fake-Support/Other-Fake-Support,Fraud/Fake-Support/Other-Fake-Support,exact,0.6361920833587646,37,10675,12,stop,Fraud/Fake-Support/Other-Fake-Support
0,gemma4:e4b,3,26,Fraud/Fake-Support/Other-Fake-Support,Phishing/Vishing/Other-Vishing,exact,0.6490480899810791,30,10735,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,27,Fraud/Fake-Support/Other-Fake-Support,Phishing/Vishing/Other-Vishing,exact,0.5958552360534668,30,10626,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,28,Fraud/Fake-Support/Other-Fake-Support,Phishing/Vishing/Other-Vishing,exact,0.5862390995025635,30,10605,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,29,Fraud/Fake-Support/Other-Fake-Support,Phishing/Vishing/Other-Vishing,exact,0.6348531246185303,30,10725,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,30,Fraud/Fake-Support/Popup,Fraud/Fake-Support/Popup,exact,0.5519671440124512,24,10640,8,stop,Fraud/Fake-Support/Popup
0,gemma4:e4b,3,31,Fraud/Fake-Support/Popup,Fraud/Fake-Support/Popup,exact,0.5698599815368652,24,10670,8,stop,Fraud/Fake-Support/Popup
0,gemma4:e4b,3,32,Fraud/Fake-Support/Popup,Fraud/Fake-Support/Popup,exact,0.5864901542663574,24,10705,8,stop,Fraud/Fake-Support/Popup
0,gemma4:e4b,3,33,Fraud/Fake-Support/Popup,Fraud/Fake-Support/Popup,exact,0.5606050491333008,24,10631,8,stop,Fraud/Fake-Support/Popup
0,gemma4:e4b,3,34,Fraud/Fake-Support/Popup,Fraud/Fake-Support/Popup,exact,0.625582218170166,24,10764,8,stop,Fraud/Fake-Support/Popup
0,gemma4:e4b,3,35,Fraud/Fake-Support/Popup,Fraud/Fake-Support/Other-Fake-Support,exact,0.6497402191162109,37,10699,12,stop,Fraud/Fake-Support/Other-Fake-Support
0,gemma4:e4b,3,36,Fraud/Fake-Support/Popup,Fraud/Fake-Support/Popup,exact,0.5703511238098145,24,10650,8,stop,Fraud/Fake-Support/Popup
0,gemma4:e4b,3,37,Fraud/Fake-Support/Popup,Fraud/Fake-Support/Popup,exact,0.5608558654785156,24,10638,8,stop,Fraud/Fake-Support/Popup
0,gemma4:e4b,3,38,Fraud/Fake-Support/Popup,Fraud/Fake-Support/Popup,exact,0.6001479625701904,24,10725,8,stop,Fraud/Fake-Support/Popup
0,gemma4:e4b,3,39,Fraud/Fake-Support/Popup,Fraud/Fake-Support/Popup,exact,0.6089379787445068,24,10732,8,stop,Fraud/Fake-Support/Popup
0,gemma4:e4b,3,40,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.6543381214141846,45,10708,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:e4b,3,41,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.7641267776489258,45,10922,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:e4b,3,42,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.6495449542999268,45,10685,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:e4b,3,43,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.7494461536407471,45,10910,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:e4b,3,44,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.6103479862213135,45,10632,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:e4b,3,45,Fraud/Investment-Fraud/Other-Investment-Fraud,Phishing/Vishing/Other-Vishing,exact,0.5896902084350586,30,10612,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,46,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.8665099143981934,45,11153,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:e4b,3,47,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.6640462875366211,45,10742,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:e4b,3,48,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.6000480651855469,45,10609,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:e4b,3,49,Fraud/Investment-Fraud/Other-Investment-Fraud,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.596027135848999,45,10591,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:e4b,3,50,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.6549408435821533,45,10715,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:e4b,3,51,Fraud/Investment-Fraud/Pig-Butchering,Phishing/Other-Phishing,exact,0.5700831413269043,23,10657,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,3,52,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.5981998443603516,37,10604,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:e4b,3,53,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.6431739330291748,37,10687,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:e4b,3,54,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.649446964263916,37,10724,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:e4b,3,55,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.5875799655914307,37,10591,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:e4b,3,56,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.5971870422363281,37,10640,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:e4b,3,57,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.5969750881195068,37,10596,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:e4b,3,58,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Pig-Butchering,exact,0.6436221599578857,37,10681,12,stop,Fraud/Investment-Fraud/Pig-Butchering
0,gemma4:e4b,3,59,Fraud/Investment-Fraud/Pig-Butchering,Fraud/Investment-Fraud/Other-Investment-Fraud,exact,0.6236107349395752,45,10666,12,stop,Fraud/Investment-Fraud/Other-Investment-Fraud
0,gemma4:e4b,3,60,Malware/Ransomware,Malware/Ransomware,exact,0.5618607997894287,18,10642,7,stop,Malware/Ransomware
0,gemma4:e4b,3,61,Malware/Ransomware,Malware/Ransomware,exact,0.5595500469207764,18,10647,7,stop,Malware/Ransomware
0,gemma4:e4b,3,62,Malware/Ransomware,Malware/Ransomware,exact,0.5607330799102783,18,10662,7,stop,Malware/Ransomware
0,gemma4:e4b,3,63,Malware/Ransomware,Malware/Ransomware,exact,0.5416030883789062,18,10629,7,stop,Malware/Ransomware
0,gemma4:e4b,3,64,Malware/Ransomware,Malware/Ransomware,exact,0.7242460250854492,18,10962,7,stop,Malware/Ransomware
0,gemma4:e4b,3,65,Malware/Ransomware,Malware/Ransomware,exact,0.6338388919830322,18,10798,7,stop,Malware/Ransomware
0,gemma4:e4b,3,66,Malware/Ransomware,Malware/Ransomware,exact,0.5621020793914795,18,10666,7,stop,Malware/Ransomware
0,gemma4:e4b,3,67,Malware/Ransomware,Malware/Ransomware,exact,0.5555188655853271,18,10648,7,stop,Malware/Ransomware
0,gemma4:e4b,3,68,Malware/Ransomware,Malware/Ransomware,exact,0.5436141490936279,18,10640,7,stop,Malware/Ransomware
0,gemma4:e4b,3,69,Malware/Ransomware,Malware/Ransomware,exact,0.5458559989929199,18,10628,7,stop,Malware/Ransomware
0,gemma4:e4b,3,70,Phishing/Classified-Ad-Phishing,Phishing/Classified-Ad-Phishing,exact,0.6046199798583984,31,10647,11,stop,Phishing/Classified-Ad-Phishing
0,gemma4:e4b,3,71,Phishing/Classified-Ad-Phishing,Phishing/Classified-Ad-Phishing,exact,0.6434440612792969,31,10709,11,stop,Phishing/Classified-Ad-Phishing
0,gemma4:e4b,3,72,Phishing/Classified-Ad-Phishing,Phishing/Classified-Ad-Phishing,exact,0.5890240669250488,31,10621,11,stop,Phishing/Classified-Ad-Phishing
0,gemma4:e4b,3,73,Phishing/Classified-Ad-Phishing,Phishing/Classified-Ad-Phishing,exact,0.6398520469665527,31,10714,11,stop,Phishing/Classified-Ad-Phishing
0,gemma4:e4b,3,74,Phishing/Classified-Ad-Phishing,Phishing/Classified-Ad-Phishing,exact,0.6275591850280762,31,10692,11,stop,Phishing/Classified-Ad-Phishing
0,gemma4:e4b,3,75,Phishing/Classified-Ad-Phishing,Phishing/Classified-Ad-Phishing,exact,0.6291348934173584,31,10689,11,stop,Phishing/Classified-Ad-Phishing
0,gemma4:e4b,3,76,Phishing/Classified-Ad-Phishing,Phishing/Classified-Ad-Phishing,exact,0.6904232501983643,31,10826,11,stop,Phishing/Classified-Ad-Phishing
0,gemma4:e4b,3,77,Phishing/Classified-Ad-Phishing,Phishing/Classified-Ad-Phishing,exact,0.6752698421478271,31,10786,11,stop,Phishing/Classified-Ad-Phishing
0,gemma4:e4b,3,78,Phishing/Classified-Ad-Phishing,Phishing/Classified-Ad-Phishing,exact,0.5831010341644287,31,10598,11,stop,Phishing/Classified-Ad-Phishing
0,gemma4:e4b,3,79,Phishing/Classified-Ad-Phishing,Phishing/Classified-Ad-Phishing,exact,0.6262009143829346,31,10695,11,stop,Phishing/Classified-Ad-Phishing
0,gemma4:e4b,3,80,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,0.6419169902801514,23,10780,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,3,81,Phishing/Other-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.5911529064178467,37,10665,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:e4b,3,82,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,0.5793178081512451,23,10646,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,3,83,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,0.6017768383026123,23,10730,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,3,84,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,0.6105449199676514,23,10727,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,3,85,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,0.6765289306640625,23,10853,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,3,86,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,1.8220651149749756,23,12979,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,3,87,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,0.5537059307098389,23,10614,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,3,88,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,0.5563058853149414,23,10601,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,3,89,Phishing/Other-Phishing,Phishing/Other-Phishing,exact,0.5926399230957031,23,10677,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,3,90,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.631864070892334,37,10734,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:e4b,3,91,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.9384651184082031,37,11294,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:e4b,3,92,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.5910711288452148,37,10659,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:e4b,3,93,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.6617288589477539,37,10772,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:e4b,3,94,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.5958530902862549,37,10667,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:e4b,3,95,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.5768599510192871,37,10619,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:e4b,3,96,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.6861560344696045,37,10820,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:e4b,3,97,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.5722670555114746,37,10606,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:e4b,3,98,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.5853521823883057,37,10616,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:e4b,3,99,Phishing/Parcel-Notification-Phishing,Phishing/Parcel-Notification-Phishing,exact,0.7825589179992676,37,10996,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:e4b,3,100,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.6390080451965332,24,10786,8,stop,Phishing/Refund-Phishing
0,gemma4:e4b,3,101,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.6038908958435059,24,10718,8,stop,Phishing/Refund-Phishing
0,gemma4:e4b,3,102,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.606083869934082,24,10718,8,stop,Phishing/Refund-Phishing
0,gemma4:e4b,3,103,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.5700218677520752,24,10659,8,stop,Phishing/Refund-Phishing
0,gemma4:e4b,3,104,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.5681092739105225,24,10647,8,stop,Phishing/Refund-Phishing
0,gemma4:e4b,3,105,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.6200549602508545,24,10765,8,stop,Phishing/Refund-Phishing
0,gemma4:e4b,3,106,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.6787998676300049,24,10858,8,stop,Phishing/Refund-Phishing
0,gemma4:e4b,3,107,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.6504449844360352,24,10778,8,stop,Phishing/Refund-Phishing
0,gemma4:e4b,3,108,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.5609316825866699,24,10638,8,stop,Phishing/Refund-Phishing
0,gemma4:e4b,3,109,Phishing/Refund-Phishing,Phishing/Refund-Phishing,exact,0.6934928894042969,24,10879,8,stop,Phishing/Refund-Phishing
0,gemma4:e4b,3,110,Phishing/Vishing/Callback-Scam,Phishing/Other-Phishing,exact,0.6736459732055664,23,10837,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,3,111,Phishing/Vishing/Callback-Scam,Phishing/Vishing/Other-Vishing,exact,0.6266069412231445,30,10689,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,112,Phishing/Vishing/Callback-Scam,Phishing/Vishing/Callback-Scam,exact,0.6134672164916992,30,10643,11,stop,Phishing/Vishing/Callback-Scam
0,gemma4:e4b,3,113,Phishing/Vishing/Callback-Scam,Phishing/Vishing/Other-Vishing,exact,0.5887789726257324,30,10606,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,114,Phishing/Vishing/Callback-Scam,Phishing/Vishing/Other-Vishing,exact,0.6102299690246582,30,10643,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,115,Phishing/Vishing/Callback-Scam,Phishing/Vishing/Other-Vishing,exact,0.5909450054168701,30,10625,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,116,Phishing/Vishing/Callback-Scam,Phishing/Other-Phishing,exact,0.5722169876098633,23,10657,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,3,117,Phishing/Vishing/Callback-Scam,Phishing/Other-Phishing,exact,0.6541619300842285,23,10814,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,3,118,Phishing/Vishing/Callback-Scam,Phishing/Vishing/Other-Vishing,exact,0.6198570728302002,30,10651,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,119,Phishing/Vishing/Callback-Scam,Phishing/Parcel-Notification-Phishing,exact,0.6137301921844482,37,10695,10,stop,Phishing/Parcel-Notification-Phishing
0,gemma4:e4b,3,120,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.5990381240844727,30,10654,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,121,Phishing/Vishing/Other-Vishing,Phishing/Other-Phishing,exact,0.5438950061798096,23,10602,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,3,122,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.5914261341094971,30,10638,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,123,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.592322826385498,30,10620,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,124,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.5842201709747314,30,10608,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,125,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.6361238956451416,30,10725,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,126,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.5993337631225586,30,10627,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,127,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.6015031337738037,30,10631,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,128,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.5971519947052002,30,10635,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,3,129,Phishing/Vishing/Other-Vishing,Phishing/Vishing/Other-Vishing,exact,0.5849552154541016,30,10586,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,8,0,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Phishing/Other-Phishing,exact,16.44159984588623,23,26135,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,8,1,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.7996349334716797,43,26120,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,8,2,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.7835588455200195,43,26103,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,8,3,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Phishing/Other-Phishing,exact,0.6970341205596924,23,26150,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,8,4,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.9624059200286865,43,26352,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,8,5,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.8126938343048096,43,26127,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,8,6,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.957176685333252,43,26354,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,8,7,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.7926290035247803,43,26134,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,8,8,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.7664718627929688,43,26100,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,8,9,Fraud/Fake-Sextortion/Other-Fake-Sextortion,Phishing/Other-Phishing,exact,0.705150842666626,23,26156,8,stop,Phishing/Other-Phishing
0,gemma4:e4b,8,10,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.8199279308319092,35,26261,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:e4b,8,11,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.9131429195404053,35,26396,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:e4b,8,12,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.789945125579834,35,26192,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:e4b,8,13,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,0.7840521335601807,43,26100,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,8,14,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.7107419967651367,35,26087,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:e4b,8,15,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.8093278408050537,35,26239,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:e4b,8,16,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.8696599006652832,35,26320,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:e4b,8,17,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.709097146987915,35,26094,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:e4b,8,18,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/With-Password,exact,0.7343809604644775,35,26112,12,stop,Fraud/Fake-Sextortion/With-Password
0,gemma4:e4b,8,19,Fraud/Fake-Sextortion/With-Password,Fraud/Fake-Sextortion/Other-Fake-Sextortion,exact,1.1974830627441406,43,26713,16,stop,Fraud/Fake-Sextortion/Other-Fake-Sextortion
0,gemma4:e4b,8,20,Fraud/Fake-Support/Other-Fake-Support,Phishing/Vishing/Other-Vishing,exact,0.716148853302002,30,26090,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,8,21,Fraud/Fake-Support/Other-Fake-Support,Phishing/Vishing/Other-Vishing,exact,0.7196528911590576,30,26119,11,stop,Phishing/Vishing/Other-Vishing
0,gemma4:e4b,8,22,Fraud/Fake-Support/Other-Fake-Support,Phishing/Vishing/Other-Vishing,exact,0.7317168712615967,30,26148,11,stop,Phishing/Vishing/Other-Vishing
